,ID,REGION,SUBREGION,COUNTRY,LOCATION,LAT,LON,MONTH,YEAR,SEVERITY_CODE,BLEACHING_SEVERITY,SOURCE,COUNTRY_CODE
3662,933,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Farquharson Rf, lagoon",-17.79154,146.51712,4.0,1990s,1,1,Berkelmans & Oliver (1999),AUS_GBR
3661,1502,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Farquharson Rf, lagoon",-17.79154,146.51712,4.0,1990s,1,1,Berkelmans & Oliver (1999),AUS_GBR
3660,1501,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Farquharson Rf, east side",-17.79154,146.51712,4.0,1990s,0,0,Berkelmans & Oliver (1999),AUS_GBR
3659,932,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Farquharson Rf, east side",-17.79154,146.51712,4.0,1990s,0,0,Berkelmans & Oliver (1999),AUS_GBR
3657,953,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Faraday Rf,-18.42388,147.34858,4.0,1990s,0,0,Berkelmans & Oliver (1999),AUS_GBR
3656,1522,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Faraday Rf,-18.42388,147.34858,4.0,1990s,0,0,Berkelmans & Oliver (1999),AUS_GBR
2192,96,Americas,U.S. Caribbean,Florida (USA),Mid Channel Patch Reef in Hawks Channel,24.808,-80.823,8.0,1990s,2,1,NOAA database,USA_FLO
3652,629,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Falcon Island,-18.7667,146.5333,4.0,1990s,3,1,"Berkelmans, R. and Oliver, J.K. 1999. Large-scale bleaching of corals on the Great Barrier Reef. Coral Reefs. 18:55-60",AUS_GBR
3651,1784,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Falcon Is,-18.77886,146.5343,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
3753,18,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Great Barrier Reef,-17.8847,146.5938,2.0,1990s,3,1,NOAA database,AUS_GBR
3754,23,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Great Barrier Reef (23.5 S),-20.7693,151.0437,2.0,1990s,2,1,NOAA database,AUS_GBR
3667,921,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Feather Rf,-17.53032,146.37759,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
2175,2360,Americas,U.S. Caribbean,Florida (USA),Looe Key Reef,24.6166666666667,-81.4,,1990s,2,1,ReefBase,USA_FLO
2107,309,Americas,U.S. Caribbean,Florida (USA),"Coffins Patch SPA, Florida",24.6763,-80.9827,8.0,1990s,0,0,Reef Check Data 2141,USA_FLO
3796,1893,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Halfway Is,-23.20001,150.97146,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
3797,1968,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Halfway Is,-11.38547,142.96526,4.0,1990s,2,1,Berkelmans & Oliver (1999),AUS_GBR
3803,1493,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Hall-Thompson Rf,-17.61291,146.45171,4.0,1990s,1,1,Berkelmans & Oliver (1999),AUS_GBR
3804,924,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Hall-Thompson Rf,-17.61291,146.45171,4.0,1990s,1,1,Berkelmans & Oliver (1999),AUS_GBR
3806,1947,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Ham Rf,-13.04052,143.8701,4.0,1990s,0,0,Berkelmans & Oliver (1999),AUS_GBR
3808,1063,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Hamilton Is, east",-20.37405,148.96316,4.0,1990s,0,0,Berkelmans & Oliver (1999),AUS_GBR
3793,1353,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Half Moon Rf,-22.01228,152.728,4.0,1990s,0,0,Berkelmans & Oliver (1999),AUS_GBR
3809,1064,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Hamilton Is, north",-20.34167,148.96667,4.0,1990s,0,0,Berkelmans & Oliver (1999),AUS_GBR
3810,1633,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Hamilton Is, north",-20.34167,148.96667,4.0,1990s,0,0,Berkelmans & Oliver (1999),AUS_GBR
3811,1631,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Hamilton Is, south",-20.35833,148.95833,4.0,1990s,0,0,Berkelmans & Oliver (1999),AUS_GBR
3812,1062,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Hamilton Is, south",-20.35833,148.95833,4.0,1990s,0,0,Berkelmans & Oliver (1999),AUS_GBR
3814,2006,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Hammer Is,-20.64167,149.05,4.0,1990s,2,1,Berkelmans & Oliver (1999),AUS_GBR
2105,2356,Americas,U.S. Caribbean,Florida (USA),Coffins Patch,24.6833333333333,-80.9503333333333,7.0,1990s,1,1,ReefBase,USA_FLO
3555,1254,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Dunk Is, NE side",-17.95586,146.15209,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
2174,2359,Americas,U.S. Caribbean,Florida (USA),Looe Key Reef,24.6166666666667,-81.4,,1990s,-1,1,ReefBase,USA_FLO
3671,1470,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Fitzroy Is,-16.9229,146.00212,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
2158,338,Americas,U.S. Caribbean,Florida (USA),"Hens and Chickens, Florida",24.9384,-80.5587,,1990s,2,1,Reef Check Data 2151,USA_FLO
3629,1457,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Evening Rf,-15.90722,145.65707,4.0,1990s,0,0,Berkelmans & Oliver (1999),AUS_GBR
3626,1274,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Eva Rock,-18.23698,146.32271,4.0,1990s,2,1,Berkelmans & Oliver (1999),AUS_GBR
3627,1764,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Eva Rock,-18.23698,146.32271,4.0,1990s,2,1,Berkelmans & Oliver (1999),AUS_GBR
2237,2363,Americas,U.S. Caribbean,Florida (USA),Western Sambos,24.55,-81.667,8.0,1990s,2,1,ReefBase,USA_FLO
2236,95,Americas,U.S. Caribbean,Florida (USA),"Western Sambo Ecological Reserve, Florida Keys(offshore)",24.4927,-81.7166,8.0,1990s,2,1,NOAA database,USA_FLO
2235,94,Americas,U.S. Caribbean,Florida (USA),"Western Sambo Ecological Reserve, Florida Keys (back reef)",24.4934,-81.7084,8.0,1990s,3,1,NOAA database,USA_FLO
2234,93,Americas,U.S. Caribbean,Florida (USA),"Western Sambo Ecological Reserve, Florida Key (reef crest)",24.4929,-81.7118,8.0,1990s,3,1,NOAA database,USA_FLO
2204,465,Americas,U.S. Caribbean,Florida (USA),Palmyra,5.8667,-162.1,,1990s,3,1,http://orbit-net.nesdis.noaa.gov/orad/sub/bleaching_reports,USA_FLO
3648,1559,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Faith Rf,-19.28328,148.34728,4.0,1990s,1,1,Berkelmans & Oliver (1999),AUS_GBR
3649,990,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Faith Rf,-19.28328,148.34728,4.0,1990s,1,1,Berkelmans & Oliver (1999),AUS_GBR
2147,2331,Americas,U.S. Caribbean,Florida (USA),Fort Jefferson,24.7,-82.8166666666667,9.0,1990s,2,1,ReefBase,USA_FLO
2159,282,Americas,U.S. Caribbean,Florida (USA),"Horseshoe Reef, Florida",25.25,-80.3,,1990s,0,0,Reef Check Data 2002,USA_FLO
2241,489,Americas,U.S. Caribbean,Puerto Rico,"Carlos Rosario Beach, Culebra Island",18.3267,-65.3322,5.0,1990s,3,1,Coral Listserver,PRI
2170,115,Americas,U.S. Caribbean,Florida (USA),Looe Key Reef,24.58,-81.4,9.0,1990s,2,1,Coral Listserver,USA_FLO
2168,77,Americas,U.S. Caribbean,Florida (USA),Looe Key,24.55,-81.41,8.0,1990s,1,1,NOAA database,USA_FLO
2153,107,Americas,U.S. Caribbean,Florida (USA),Ft. Lauderdale,26.1372,-80.0786,9.0,1990s,2,1,NOAA database,USA_FLO
2148,218,Americas,U.S. Caribbean,Florida (USA),"Fort Jefferson, Florida",24.63,-82.87,9.0,1990s,1,1,"Wilkinson, Clive",USA_FLO
2145,76,Americas,U.S. Caribbean,Florida (USA),Florida Keys (offshore),23.1311,-81.3956,8.0,1990s,1,1,NOAA database,USA_FLO
3650,1294,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Falcon Is,-18.77886,146.5343,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
2144,75,Americas,U.S. Caribbean,Florida (USA),Florida Keys (inshore),23.1311,-81.3956,8.0,1990s,2,1,NOAA database,USA_FLO
2139,315,Americas,U.S. Caribbean,Florida (USA),"Elbow Reef, Florida",25.1639,-80.2359,,1990s,0,0,Reef Check Data 2161,USA_FLO
2137,376,Americas,U.S. Caribbean,Florida (USA),East Sambo,24.4882,-81.6632,8.0,1990s,1,1,Coral Listserver,USA_FLO
2136,78,Americas,U.S. Caribbean,Florida (USA),E. Sambo Key,24.4913,-81.6634,8.0,1990s,2,1,NOAA database,USA_FLO
3676,1722,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Fitzroy Rf, lagoon",-23.69663,152.1829,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
3677,1232,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Fitzroy Rf, lagoon",-23.69663,152.1829,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
3670,901,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Fitzroy Is,-16.9229,146.00212,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
2163,108,Americas,U.S. Caribbean,Florida (USA),Key Largo Dry Rocks,25.1247,-80.308,9.0,1990s,1,1,Coral Listserver,USA_FLO
2154,353,Americas,U.S. Caribbean,Florida (USA),"Grecian rocks, Florida",25.1175,-80.3159,,1990s,2,1,Reef Check Data 2157,USA_FLO
3794,1208,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Half Moon Rf,-22.01228,152.728,4.0,1990s,0,0,Berkelmans & Oliver (1999),AUS_GBR
3784,876,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Gubbins Rf,-15.71098,145.39432,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
3791,1988,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Haggerstone Is,-12.03145,143.30027,4.0,1990s,1,1,Berkelmans & Oliver (1999),AUS_GBR
2427,173,Asia,South Asia,India,"Kavaratti Island, Lakshadweep, Arabian Sea",10.5771,72.6344,5.0,1990s,3,1,"Wilkinson, Clive",IND
3089,2139,Australia,Australia and Papua New Guinea,Australia,Seringapatam Reef,-13.6666666666667,122.0,5.0,1990s,2,1,ReefBase,AUS
3088,186,Australia,Australia and Papua New Guinea,Australia,"Scott, Timor Sea Reefs",-14.0608,121.9644,5.0,1990s,3,1,"Wilkinson, Clive",AUS
3087,2142,Australia,Australia and Papua New Guinea,Australia,Scott Reef,-14.0833333333333,121.85,5.0,1990s,3,1,ReefBase,AUS
3086,449,Australia,Australia and Papua New Guinea,Australia,Rowley Shoals,-17.2493,119.334,11.0,1990s,1,1,http://www.mail-archive/ecofem%40csf.colorado.edu/msg04217.html posted 11/14/98,AUS
3410,1877,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Cheviot Is,-22.08333,150.66667,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
4535,1226,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Pearl Ledge,-23.8,151.36667,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
4536,1716,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Pearl Ledge,-23.8,151.36667,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
3411,1532,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Chicken Rf,-18.66063,147.71017,4.0,1990s,1,1,Berkelmans & Oliver (1999),AUS_GBR
3412,963,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Chicken Rf,-18.66063,147.71017,4.0,1990s,1,1,Berkelmans & Oliver (1999),AUS_GBR
4539,1489,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Peart Rf,-17.48555,146.39016,4.0,1990s,2,1,Berkelmans & Oliver (1999),AUS_GBR
4540,920,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Peart Rf,-17.48555,146.39016,4.0,1990s,2,1,Berkelmans & Oliver (1999),AUS_GBR
3091,187,Australia,Australia and Papua New Guinea,Australia,"Seringapatam, Timor Sea Reefs",-13.6852,122.0757,5.0,1990s,1,1,"Wilkinson, Clive",AUS
4548,1765,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Pelorus Is, West side",-18.55997,146.48654,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
3090,765,Australia,Australia and Papua New Guinea,Australia,Seringapatam Reef,-13.65,122.0333,,1990s,3,1,GCRMN 2000. Chapter 1,AUS
4543,1276,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Pelorus Is, East side",-18.55997,146.48654,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
3011,411,Australia,Australia and Papua New Guinea,Australia,Flinders Reef,-17.7262,148.4648,3.0,1990s,0,0,"Wilkinson, Clive. http://coral.aoml.noaa.gov/bulls/clive-bleaching.html",AUS
4602,1438,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Pullen Rf,-15.25249,145.58315,4.0,1990s,0,0,Berkelmans & Oliver (1999),AUS_GBR
4603,869,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Pullen Rf,-15.25249,145.58315,4.0,1990s,0,0,Berkelmans & Oliver (1999),AUS_GBR
3438,1523,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Coil Rf,-18.43636,147.52291,4.0,1990s,0,0,Berkelmans & Oliver (1999),AUS_GBR
4544,1766,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Pelorus Is, East side",-18.55997,146.48654,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
4545,1767,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Pelorus Is, South side",-18.55997,146.48654,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
4567,1796,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Picnic Bay,-19.1917,146.842,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
4569,1857,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Pine Is,-21.65,150.21667,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
2995,20,Australia,Australia and Papua New Guinea,Australia,Byron Bay (28.37 S),-28.7001,153.6209,2.0,1990s,1,1,NOAA database,AUS
4605,1995,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Quoin Is,-12.4167,143.5,4.0,1990s,1,1,Berkelmans & Oliver (1999),AUS_GBR
3017,193,Australia,Australia and Papua New Guinea,Australia,Gneering Shoals,-26.6502,153.1824,3.0,1990s,2,1,"Wilkinson, Clive",AUS
3016,2150,Australia,Australia and Papua New Guinea,Australia,Gneering Shoals,-26.65,153.333333333333,3.0,1990s,2,1,ReefBase,AUS
3417,1937,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Clack Rf,-14.06878,144.24212,4.0,1990s,0,0,Berkelmans & Oliver (1999),AUS_GBR
4600,1843,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Prudhoe Is,-21.33333,149.69167,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
2326,2665,Asia,North and East Asia,Japan,"Bise, Okinawa Island",26.07,127.07,8.0,1990s,3,1,"T. Kokita , A. Nakazon, 2001. Rapid response of an obligately corallivorous filefish Oxymonacanthus longirostris (Monacanthidae) to a mass coral bleaching event. Coral Reef Volume 20, Issue 2, pp 155-158.",JPN
3007,766,Australia,Australia and Papua New Guinea,Australia,Dampier Archipelago,-20.6333,116.65,,1990s,3,1,GCRMN 2000. Chapter 1,AUS
2342,815,Asia,North and East Asia,Japan,Koshikijima Island,33.3,129.175,,1990s,1,1,GCRMN 2000. Chapter 8,JPN
2909,364,Asia,Southeast Asia,Thailand,Koh Raya Yai,7.6,98.38,,1990s,3,1,Reef Check Data 2298,THA
2908,339,Asia,Southeast Asia,Thailand,Koh Khai Nok,7.8721,98.439,,1990s,2,1,Reef Check Data 2297,THA
2906,373,Asia,Southeast Asia,Thailand,"Ko Rum Ra, Prachuab Kiri Khan province",11.83,99.82,4.0,1990s,2,1,Coral Listserver 07/01/98,THA
2903,148,Asia,Southeast Asia,Thailand,Chumphon,10.4843,99.24,4.0,1990s,2,1,"Wilkinson, Clive",THA
2902,192,Asia,Southeast Asia,Thailand,Chon Buri/Sichang,13.3644,100.9823,4.0,1990s,3,1,"Wilkinson, Clive",THA
2901,60,Asia,Southeast Asia,Thailand,Chang,11.9538,102.363,4.0,1990s,2,1,Coral Listserver 07/01/98,THA
4613,1588,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Rattray Is,-19.99558,148.55696,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
2993,24,Australia,Australia and Papua New Guinea,Australia,Bundaberg,-24.8362,152.4829,3.0,1990s,3,1,NOAA database,AUS
2994,19,Australia,Australia and Papua New Guinea,Australia,"Bundaberg, southernmost point",-24.925,152.5015,2.0,1990s,2,1,NOAA database,AUS
4558,1637,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Petrel Isl,-20.2,149.11333,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
4550,1821,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Penrith Is,-21.01822,149.89692,4.0,1990s,0,0,Berkelmans & Oliver (1999),AUS_GBR
4551,1304,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Penrith Is,-21.01822,149.89692,4.0,1990s,0,0,Berkelmans & Oliver (1999),AUS_GBR
4566,838,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Picnic Bay,-19.1917,146.842,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
3079,448,Australia,Australia and Papua New Guinea,Australia,Onslow,-21.6837,114.93,11.0,1990s,1,1,http://www.mail-archive/ecofem%40csf.colorado.edu/msg04217.html  posted 11/14/98,AUS
4557,1068,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Petrel Isl,-20.2,149.11333,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
3067,768,Australia,Australia and Papua New Guinea,Australia,Ningaloo,-22.2167,113.8167,,1990s,0,0,GCRMN 2000. Chapter 1,AUS
3066,171,Australia,Australia and Papua New Guinea,Australia,New South Wales,-28.4643,153.5836,3.0,1990s,2,1,"Wilkinson, Clive",AUS
3421,1484,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Coats Rf,-17.1967,146.36685,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
4559,1407,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Petricola Shoal,-14.63474,145.47925,4.0,1990s,0,0,Berkelmans & Oliver (1999),AUS_GBR
4568,2007,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Pincer Is,-20.68333,149.1,4.0,1990s,2,1,Berkelmans & Oliver (1999),AUS_GBR
4560,825,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Petricola Shoal,-14.63474,145.47925,4.0,1990s,0,0,Berkelmans & Oliver (1999),AUS_GBR
4561,831,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Phillips Rf,-18.975,146.617,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
4562,1789,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Phillips Rf,-18.975,146.617,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
3422,915,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Coats Rf,-17.1967,146.36685,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
4564,1456,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Pickersgill Rf,-15.87541,145.57303,4.0,1990s,0,0,Berkelmans & Oliver (1999),AUS_GBR
4565,887,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Pickersgill Rf,-15.87541,145.57303,4.0,1990s,0,0,Berkelmans & Oliver (1999),AUS_GBR
3054,767,Australia,Australia and Papua New Guinea,Australia,"Mangrove Islands, Onslow",-21.45,115.3667,,1990s,3,1,GCRMN 2000. Chapter 1,AUS
3414,1969,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Cholmondeley Islet,-11.39151,143.07176,4.0,1990s,1,1,Berkelmans & Oliver (1999),AUS_GBR
3419,1910,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Clews Point,-24.00709,151.73448,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
3439,954,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Coil Rf,-18.43636,147.52291,4.0,1990s,0,0,Berkelmans & Oliver (1999),AUS_GBR
4570,1399,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Pine Is,-21.65,150.21667,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
3425,1573,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Cobham Rf,-19.39867,148.86767,4.0,1990s,0,0,Berkelmans & Oliver (1999),AUS_GBR
4848,1564,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Tiger Rf,-19.2107,148.54149,4.0,1990s,1,1,Berkelmans & Oliver (1999),AUS_GBR
3705,1735,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Franklins, Russel Is east",-17.22546,146.09092,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
3697,1731,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Franklins, Mabel Is west",-17.21976,146.07784,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
3706,1245,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Franklins, Russel Is east",-17.22546,146.09092,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
3707,1244,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Franklins, Russel Is west",-17.22546,146.09092,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
3708,1734,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Franklins, Russel Is west",-17.22546,146.09092,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
2065,225,Americas,Southern Tropical America,Panama,Western Panama,7.8541,-82.4562,10.0,1990s,3,1,"Wilkinson, Clive",PAN
2062,670,Americas,Southern Tropical America,Panama,Uva Island,7.8,-81.75,,1990s,3,1,"Glynn, P.W., Mate, J.L., Baker, A.C. & Calderson, M.O. 2001. Coral Bleaching & mortality in Panama and Ecuador during the 1997-98 ENSO event: Spatial/Temporal patterns and comparisons with the 1982-83 event. Bull Mar Sci. 69(1):79-133",PAN
3704,1736,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Franklins, Round Is west",-17.22546,146.09092,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
3700,1733,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Franklins, Normanby Is east",-17.21202,146.07598,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
3701,1732,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Franklins, Normanby Is west",-17.21202,146.07598,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
3702,1242,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Franklins, Normanby Is west",-17.21202,146.07598,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
3703,1246,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Franklins, Round Is west",-17.22546,146.09092,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
3711,1993,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Gallon Rf,-12.3167,143.333,4.0,1990s,1,1,Berkelmans & Oliver (1999),AUS_GBR
4579,1719,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Polmaise Rf,-23.5635,151.68304,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
3692,1207,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Foller Rf,-21.96898,152.69924,4.0,1990s,0,0,Berkelmans & Oliver (1999),AUS_GBR
3693,1352,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Foller Rf,-21.96898,152.69924,4.0,1990s,0,0,Berkelmans & Oliver (1999),AUS_GBR
2117,2367,Americas,U.S. Caribbean,Florida (USA),Dry Tortugas,24.65,-82.8666666666667,,1990s,2,1,ReefBase,USA_FLO
2116,110,Americas,U.S. Caribbean,Florida (USA),Dry Tortugas,24.63,-82.86,9.0,1990s,2,1,Coral Listserver,USA_FLO
2114,312,Americas,U.S. Caribbean,Florida (USA),"Davis Reef, Florida",24.9302,-80.51,,1990s,0,0,Reef Check Data 2148,USA_FLO
2103,332,Americas,U.S. Caribbean,Florida (USA),"Breakers Reef/Cable Crossing, Florida",26.7098,-80.0055,,1990s,1,1,Reef Check Data 2167,USA_FLO
2111,311,Americas,U.S. Caribbean,Florida (USA),"Crocker Control, Florida",24.9019,-80.5366,,1990s,0,0,Reef Check Data 2146,USA_FLO
2108,310,Americas,U.S. Caribbean,Florida (USA),"Conch reef, Florida",24.9487,-80.4648,,1990s,0,0,Reef Check Data 2143,USA_FLO
3698,1241,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Franklins, Mabel Is west",-17.21976,146.07784,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
2045,645,Americas,Southern Tropical America,Panama,Saboga Island,8.63,-79.08,3.0,1990s,0,0,"Glynn, P.W., Mate, J.L., Baker, A.C. & Calderson, M.O. 2001. Coral Bleaching & mortality in Panama and Ecuador during the 1997-98 ENSO event: Spatial/Temporal patterns and comparisons with the 1982-83 event. Bull Mar Sci. 69(1):79-110",PAN
2115,307,Americas,U.S. Caribbean,Florida (USA),"Doughnut Reef, Florida",24.69,-80.95,,1990s,0,0,Reef Check Data 2139,USA_FLO
3687,827,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Fly Is,-18.83095,146.52435,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
3688,1785,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Fly Is,-18.83095,146.52435,4.0,1990s,3,1,Berkelmans & Oliver (1999),AUS_GBR
